folder,image,initial_radius,delta_radius,auto_count
K80_incid,8,30,4,23
K80_incid,8,30,6,22
K80_incid,8,30,8,19
K80_incid,8,30,10,24
K80_incid,8,30,12,21
K80_incid,8,30,14,16
K80_incid,8,30,16,16
K80_incid,8,30,18,16
K80_incid,8,30,20,16
K80_incid,8,35,2,25
K80_incid,8,35,4,22
K80_incid,8,35,6,21
K80_incid,8,35,8,19
K80_incid,8,35,10,18
K80_incid,8,35,12,17
K80_incid,8,35,14,17
K80_incid,8,35,16,17
K80_incid,8,35,18,17
K80_incid,8,35,20,17
K80_incid,8,40,2,20
K80_incid,8,40,4,17
K80_incid,8,40,6,17
K80_incid,8,40,8,16
K80_incid,8,40,10,16
K80_incid,8,40,12,17
K80_incid,8,40,14,16
K80_incid,8,40,16,16
K80_incid,8,40,18,16
K80_incid,8,40,20,16
K80_incid,9,5,2,22
K80_incid,9,5,4,21
K80_incid,9,5,6,21
K80_incid,9,5,8,21
K80_incid,9,5,10,19
K80_incid,9,5,12,20
K80_incid,9,5,14,18
K80_incid,9,5,16,19
K80_incid,9,5,18,18
K80_incid,9,5,20,18
K80_incid,9,10,2,24
K80_incid,9,10,4,22
K80_incid,9,10,6,19
K80_incid,9,10,8,19
K80_incid,9,10,10,19
K80_incid,9,10,12,19
K80_incid,9,10,14,19
K80_incid,9,10,16,18
K80_incid,9,10,18,18
K80_incid,9,10,20,19
K80_incid,9,15,2,22
K80_incid,9,15,4,20
K80_incid,9,15,6,19
K80_incid,9,15,8,19
K80_incid,9,15,10,19
K80_incid,9,15,12,19
K80_incid,9,15,14,20
K80_incid,9,15,16,18
K80_incid,9,15,18,18
K80_incid,9,15,20,19
K80_incid,9,20,2,23
K80_incid,9,20,4,21
K80_incid,9,20,6,19
K80_incid,9,20,8,21
K80_incid,9,20,10,19
K80_incid,9,20,12,18
K80_incid,9,20,14,19
K80_incid,9,20,16,21
K80_incid,9,20,18,19
K80_incid,9,20,20,18
K80_incid,9,25,2,20
K80_incid,9,25,4,19
K80_incid,9,25,6,17
K80_incid,9,25,8,16
K80_incid,9,25,10,17
K80_incid,9,25,12,17
K80_incid,9,25,14,17
K80_incid,9,25,16,16
K80_incid,9,25,18,16
K80_incid,9,25,20,16
K80_incid,9,30,2,20
K80_incid,9,30,4,18
K80_incid,9,30,6,19
K80_incid,9,30,8,17
K80_incid,9,30,10,16
K80_incid,9,30,12,16
K80_incid,9,30,14,16
K80_incid,9,30,16,16
K80_incid,9,30,18,16
K80_incid,9,30,20,16
K80_incid,9,35,2,16
K80_incid,9,35,4,16
K80_incid,9,35,6,15
K80_incid,9,35,8,15
K80_incid,9,35,10,15
K80_incid,9,35,12,15
K80_incid,9,35,14,15
K80_incid,9,35,16,15
K80_incid,9,35,18,15
K80_incid,9,35,20,15
K80_incid,9,40,2,8
K80_incid,9,40,4,8
K80_incid,9,40,6,8
K80_incid,9,40,8,8
K80_incid,9,40,10,8
K80_incid,9,40,12,8
K80_incid,9,40,14,8
K80_incid,9,40,16,8
K80_incid,9,40,18,8
K80_incid,9,40,20,8
K80_incid,10,5,2,16
K80_incid,10,5,4,15
K80_incid,10,5,6,14
K80_incid,10,5,8,13
K80_incid,10,5,10,14
K80_incid,10,5,12,13
K80_incid,10,5,14,12
K80_incid,10,5,16,13
K80_incid,10,5,18,13
K80_incid,10,5,20,14
K80_incid,10,10,2,16
K80_incid,10,10,4,13
K80_incid,10,10,6,13
K80_incid,10,10,8,12
K80_incid,10,10,10,13
K80_incid,10,10,12,12
K80_incid,10,10,14,15
K80_incid,10,10,16,12
K80_incid,10,10,18,12
K80_incid,10,10,20,12
K80_incid,10,15,2,16
K80_incid,10,15,4,14
K80_incid,10,15,6,13
K80_incid,10,15,8,14
K80_incid,10,15,10,14
K80_incid,10,15,12,13
K80_incid,10,15,14,12
K80_incid,10,15,16,12
K80_incid,10,15,18,12
K80_incid,10,15,20,12
K80_incid,10,20,2,16
K80_incid,10,20,4,16
K80_incid,10,20,6,13
K80_incid,10,20,8,14
K80_incid,10,20,10,13
K80_incid,10,20,12,12
K80_incid,10,20,14,12
K80_incid,10,20,16,14
K80_incid,10,20,18,13
K80_incid,10,20,20,13
K80_incid,10,25,2,14
K80_incid,10,25,4,14
K80_incid,10,25,6,14
K80_incid,10,25,8,14
K80_incid,10,25,10,13
K80_incid,10,25,12,14
K80_incid,10,25,14,14
K80_incid,10,25,16,14
K80_incid,10,25,18,13
K80_incid,10,25,20,13
K80_incid,10,30,2,12
K80_incid,10,30,4,11
K80_incid,10,30,6,12
K80_incid,10,30,8,11
K80_incid,10,30,10,11
K80_incid,10,30,12,10
K80_incid,10,30,14,10
K80_incid,10,30,16,10
K80_incid,10,30,18,10
K80_incid,10,30,20,10
K80_incid,10,35,2,11
K80_incid,10,35,4,11
K80_incid,10,35,6,11
K80_incid,10,35,8,10
K80_incid,10,35,10,10
K80_incid,10,35,12,10
K80_incid,10,35,14,10
K80_incid,10,35,16,10
K80_incid,10,35,18,10
K80_incid,10,35,20,10
K80_incid,10,40,2,11
K80_incid,10,40,4,11
K80_incid,10,40,6,11
K80_incid,10,40,8,11
K80_incid,10,40,10,11
K80_incid,10,40,12,11
K80_incid,10,40,14,11
K80_incid,10,40,16,11
K80_incid,10,40,18,11
K80_incid,10,40,20,11
K80_incid,11,5,2,16
K80_incid,11,5,4,16
K80_incid,11,5,6,16
K80_incid,11,5,8,16
K80_incid,11,5,10,16
K80_incid,11,5,12,16
K80_incid,11,5,14,16
K80_incid,11,5,16,16
K80_incid,11,5,18,16
K80_incid,11,5,20,16
K80_incid,11,10,2,19
K80_incid,11,10,4,19
K80_incid,11,10,6,14
K80_incid,11,10,8,19
K80_incid,11,10,10,14
K80_incid,11,10,12,14
K80_incid,11,10,14,14
K80_incid,11,10,16,19
K80_incid,11,10,18,14
K80_incid,11,10,20,14
K80_incid,11,15,2,14
K80_incid,11,15,4,14
K80_incid,11,15,6,14
K80_incid,11,15,8,14
K80_incid,11,15,10,14
K80_incid,11,15,12,14
K80_incid,11,15,14,14
K80_incid,11,15,16,14
K80_incid,11,15,18,14
K80_incid,11,15,20,14
K80_incid,11,20,2,18
K80_incid,11,20,4,13
K80_incid,11,20,6,13
K80_incid,11,20,8,13
K80_incid,11,20,10,13
K80_incid,11,20,12,13
K80_incid,11,20,14,13
K80_incid,11,20,16,13
K80_incid,11,20,18,13
K80_incid,11,20,20,13
K80_incid,11,25,2,11
K80_incid,11,25,4,11
K80_incid,11,25,6,11
K80_incid,11,25,8,11
K80_incid,11,25,10,11
K80_incid,11,25,12,11
K80_incid,11,25,14,11
K80_incid,11,25,16,11
K80_incid,11,25,18,11
K80_incid,11,25,20,11
K80_incid,11,30,2,16
K80_incid,11,30,4,16
K80_incid,11,30,6,16
K80_incid,11,30,8,11
K80_incid,11,30,10,11
K80_incid,11,30,12,16
K80_incid,11,30,14,11
K80_incid,11,30,16,11
K80_incid,11,30,18,11
K80_incid,11,30,20,11
K80_incid,11,35,2,10
K80_incid,11,35,4,10
K80_incid,11,35,6,10
K80_incid,11,35,8,10
K80_incid,11,35,10,10
K80_incid,11,35,12,10
K80_incid,11,35,14,10
K80_incid,11,35,16,10
K80_incid,11,35,18,10
K80_incid,11,35,20,10
K80_incid,11,40,2,12
K80_incid,11,40,4,7
K80_incid,11,40,6,7
K80_incid,11,40,8,7
K80_incid,11,40,10,7
K80_incid,11,40,12,7
K80_incid,11,40,14,7
K80_incid,11,40,16,7
K80_incid,11,40,18,7
K80_incid,11,40,20,7
K80_incid,12,5,2,28
K80_incid,12,5,4,27
K80_incid,12,5,6,27
K80_incid,12,5,8,25
K80_incid,12,5,10,24
K80_incid,12,5,12,25
K80_incid,12,5,14,24
K80_incid,12,5,16,25
K80_incid,12,5,18,24
K80_incid,12,5,20,21
K80_incid,12,10,2,27
K80_incid,12,10,4,26
K80_incid,12,10,6,24
K80_incid,12,10,8,22
K80_incid,12,10,10,26
K80_incid,12,10,12,22
K80_incid,12,10,14,24
K80_incid,12,10,16,19
K80_incid,12,10,18,19
K80_incid,12,10,20,24
K80_incid,12,15,2,25
K80_incid,12,15,4,24
K80_incid,12,15,6,23
K80_incid,12,15,8,23
K80_incid,12,15,10,21
K80_incid,12,15,12,22
K80_incid,12,15,14,19
K80_incid,12,15,16,21
K80_incid,12,15,18,21
K80_incid,12,15,20,21
K80_incid,12,20,2,25
K80_incid,12,20,4,22
K80_incid,12,20,6,23
K80_incid,12,20,8,20
K80_incid,12,20,10,24
K80_incid,12,20,12,20
K80_incid,12,20,14,20
K80_incid,12,20,16,20
K80_incid,12,20,18,22
K80_incid,12,20,20,21
K80_incid,12,25,2,23
K80_incid,12,25,4,22
K80_incid,12,25,6,21
K80_incid,12,25,8,22
K80_incid,12,25,10,19
K80_incid,12,25,12,20
K80_incid,12,25,14,20
K80_incid,12,25,16,19
K80_incid,12,25,18,16
K80_incid,12,25,20,16
K80_incid,12,30,2,24
K80_incid,12,30,4,23
K80_incid,12,30,6,22
K80_incid,12,30,8,24
K80_incid,12,30,10,23
K80_incid,12,30,12,21
K80_incid,12,30,14,21
K80_incid,12,30,16,21
K80_incid,12,30,18,21
K80_incid,12,30,20,21
K80_incid,12,35,2,19
K80_incid,12,35,4,18
K80_incid,12,35,6,19
K80_incid,12,35,8,16
K80_incid,12,35,10,16
K80_incid,12,35,12,16
K80_incid,12,35,14,16
K80_incid,12,35,16,16
K80_incid,12,35,18,16
K80_incid,12,35,20,16
K80_incid,12,40,2,10
K80_incid,12,40,4,10
K80_incid,12,40,6,10
K80_incid,12,40,8,10
K80_incid,12,40,10,10
K80_incid,12,40,12,10
K80_incid,12,40,14,10
K80_incid,12,40,16,10
K80_incid,12,40,18,10
K80_incid,12,40,20,10
K80_incid,13,5,2,19
K80_incid,13,5,4,18
K80_incid,13,5,6,17
K80_incid,13,5,8,18
K80_incid,13,5,10,16
K80_incid,13,5,12,17
K80_incid,13,5,14,16
K80_incid,13,5,16,18
K80_incid,13,5,18,17
K80_incid,13,5,20,16
K80_incid,13,10,2,16
K80_incid,13,10,4,16
K80_incid,13,10,6,16
K80_incid,13,10,8,15
K80_incid,13,10,10,16
K80_incid,13,10,12,15
K80_incid,13,10,14,16
K80_incid,13,10,16,15
K80_incid,13,10,18,15
K80_incid,13,10,20,15
K80_incid,13,15,2,17
K80_incid,13,15,4,16
K80_incid,13,15,6,16
K80_incid,13,15,8,16
K80_incid,13,15,10,14
K80_incid,13,15,12,16
K80_incid,13,15,14,14
K80_incid,13,15,16,14
K80_incid,13,15,18,14
K80_incid,13,15,20,14
K80_incid,13,20,2,14
K80_incid,13,20,4,14
K80_incid,13,20,6,14
K80_incid,13,20,8,13
K80_incid,13,20,10,14
K80_incid,13,20,12,13
K80_incid,13,20,14,13
K80_incid,13,20,16,13
K80_incid,13,20,18,14
K80_incid,13,20,20,14
K80_incid,13,25,2,13
K80_incid,13,25,4,12
K80_incid,13,25,6,12
K80_incid,13,25,8,11
K80_incid,13,25,10,10
K80_incid,13,25,12,12
K80_incid,13,25,14,12
K80_incid,13,25,16,11
K80_incid,13,25,18,10
K80_incid,13,25,20,10
K80_incid,13,30,2,11
K80_incid,13,30,4,11
K80_incid,13,30,6,10
K80_incid,13,30,8,11
K80_incid,13,30,10,11
K80_incid,13,30,12,10
K80_incid,13,30,14,10
K80_incid,13,30,16,10
K80_incid,13,30,18,10
K80_incid,13,30,20,10
K80_incid,13,35,2,13
K80_incid,13,35,4,12
K80_incid,13,35,6,11
K80_incid,13,35,8,10
K80_incid,13,35,10,10
K80_incid,13,35,12,10
K80_incid,13,35,14,10
K80_incid,13,35,16,10
K80_incid,13,35,18,10
K80_incid,13,35,20,10
K80_incid,13,40,2,8
K80_incid,13,40,4,8
K80_incid,13,40,6,8
K80_incid,13,40,8,8
K80_incid,13,40,10,8
K80_incid,13,40,12,8
K80_incid,13,40,14,8
K80_incid,13,40,16,8
K80_incid,13,40,18,8
K80_incid,13,40,20,8
K80_incid,14,5,2,30
K80_incid,14,5,4,26
K80_incid,14,5,6,27
K80_incid,14,5,8,25
K80_incid,14,5,10,26
K80_incid,14,5,12,23
K80_incid,14,5,14,23
K80_incid,14,5,16,25
K80_incid,14,5,18,22
K80_incid,14,5,20,20
K80_incid,14,10,2,24
K80_incid,14,10,4,22
K80_incid,14,10,6,22
K80_incid,14,10,8,20
K80_incid,14,10,10,21
K80_incid,14,10,12,20
K80_incid,14,10,14,22
K80_incid,14,10,16,18
K80_incid,14,10,18,19
K80_incid,14,10,20,19
K80_incid,14,15,2,27
K80_incid,14,15,4,26
K80_incid,14,15,6,24
K80_incid,14,15,8,22
K80_incid,14,15,10,23
K80_incid,14,15,12,23
K80_incid,14,15,14,19
K80_incid,14,15,16,19
K80_incid,14,15,18,20
K80_incid,14,15,20,23
K80_incid,14,20,2,23
K80_incid,14,20,4,22
K80_incid,14,20,6,21
K80_incid,14,20,8,21
K80_incid,14,20,10,20
K80_incid,14,20,12,19
K80_incid,14,20,14,19
K80_incid,14,20,16,21
K80_incid,14,20,18,21
K80_incid,14,20,20,19
K80_incid,14,25,2,26
K80_incid,14,25,4,22
K80_incid,14,25,6,21
K80_incid,14,25,8,20
K80_incid,14,25,10,22
K80_incid,14,25,12,21
K80_incid,14,25,14,20
K80_incid,14,25,16,18
K80_incid,14,25,18,16
K80_incid,14,25,20,16
K80_incid,14,30,2,21
K80_incid,14,30,4,19
K80_incid,14,30,6,19
K80_incid,14,30,8,19
K80_incid,14,30,10,18
K80_incid,14,30,12,16
K80_incid,14,30,14,16
K80_incid,14,30,16,16
K80_incid,14,30,18,16
K80_incid,14,30,20,16
K80_incid,14,35,2,21
K80_incid,14,35,4,20
K80_incid,14,35,6,20
K80_incid,14,35,8,19
K80_incid,14,35,10,19
K80_incid,14,35,12,19
K80_incid,14,35,14,19
K80_incid,14,35,16,19
K80_incid,14,35,18,19
K80_incid,14,35,20,19
K80_incid,14,40,2,13
K80_incid,14,40,4,13
K80_incid,14,40,6,13
K80_incid,14,40,8,13
K80_incid,14,40,10,13
K80_incid,14,40,12,13
K80_incid,14,40,14,13
K80_incid,14,40,16,13
K80_incid,14,40,18,13
K80_incid,14,40,20,13
K80_incid,15,5,2,25
K80_incid,15,5,4,23
K80_incid,15,5,6,23
K80_incid,15,5,8,21
K80_incid,15,5,10,21
K80_incid,15,5,12,22
K80_incid,15,5,14,20
K80_incid,15,5,16,20
K80_incid,15,5,18,22
K80_incid,15,5,20,20
K80_incid,15,10,2,30
K80_incid,15,10,4,26
K80_incid,15,10,6,25
K80_incid,15,10,8,22
K80_incid,15,10,10,23
K80_incid,15,10,12,21
K80_incid,15,10,14,24
K80_incid,15,10,16,22
K80_incid,15,10,18,21
K80_incid,15,10,20,20
K80_incid,15,15,2,22
K80_incid,15,15,4,21
K80_incid,15,15,6,21
K80_incid,15,15,8,21
K80_incid,15,15,10,19
K80_incid,15,15,12,21
K80_incid,15,15,14,18
K80_incid,15,15,16,18
K80_incid,15,15,18,18
K80_incid,15,15,20,18
K80_incid,15,20,2,21
K80_incid,15,20,4,17
K80_incid,15,20,6,18
K80_incid,15,20,8,15
K80_incid,15,20,10,17
K80_incid,15,20,12,15
K80_incid,15,20,14,15
K80_incid,15,20,16,15
K80_incid,15,20,18,18
K80_incid,15,20,20,17
K80_incid,15,25,2,18
K80_incid,15,25,4,17
K80_incid,15,25,6,15
K80_incid,15,25,8,17
K80_incid,15,25,10,15
K80_incid,15,25,12,15
K80_incid,15,25,14,17
K80_incid,15,25,16,17
K80_incid,15,25,18,15
K80_incid,15,25,20,15
K80_incid,15,30,2,20
K80_incid,15,30,4,18
K80_incid,15,30,6,15
K80_incid,15,30,8,17
K80_incid,15,30,10,16
K80_incid,15,30,12,15
K80_incid,15,30,14,14
K80_incid,15,30,16,14
K80_incid,15,30,18,14
K80_incid,15,30,20,14
K80_incid,15,35,2,17
K80_incid,15,35,4,16
K80_incid,15,35,6,16
K80_incid,15,35,8,14
K80_incid,15,35,10,14
K80_incid,15,35,12,14
K80_incid,15,35,14,14
K80_incid,15,35,16,14
K80_incid,15,35,18,14
K80_incid,15,35,20,14
K80_incid,15,40,2,16
K80_incid,15,40,4,15
K80_incid,15,40,6,15
K80_incid,15,40,8,15
K80_incid,15,40,10,15
K80_incid,15,40,12,15
K80_incid,15,40,14,15
K80_incid,15,40,16,15
K80_incid,15,40,18,15
K80_incid,15,40,20,15
K80_incid,16,5,2,25
K80_incid,16,5,4,25
K80_incid,16,5,6,24
K80_incid,16,5,8,24
K80_incid,16,5,10,24
K80_incid,16,5,12,22
K80_incid,16,5,14,24
K80_incid,16,5,16,23
K80_incid,16,5,18,22
K80_incid,16,5,20,21
K80_incid,16,10,2,26
K80_incid,16,10,4,25
K80_incid,16,10,6,24
K80_incid,16,10,8,24
K80_incid,16,10,10,23
K80_incid,16,10,12,24
K80_incid,16,10,14,23
K80_incid,16,10,16,22
K80_incid,16,10,18,22
K80_incid,16,10,20,23
K80_incid,16,15,2,24
K80_incid,16,15,4,23
K80_incid,16,15,6,24
K80_incid,16,15,8,23
K80_incid,16,15,10,23
K80_incid,16,15,12,22
K80_incid,16,15,14,22
K80_incid,16,15,16,23
K80_incid,16,15,18,24
K80_incid,16,15,20,23
K80_incid,16,20,2,24
K80_incid,16,20,4,23
K80_incid,16,20,6,23
K80_incid,16,20,8,21
K80_incid,16,20,10,21
K80_incid,16,20,12,23
K80_incid,16,20,14,22
K80_incid,16,20,16,21
K80_incid,16,20,18,21
K80_incid,16,20,20,20
K80_incid,16,25,2,21
K80_incid,16,25,4,21
K80_incid,16,25,6,20
K80_incid,16,25,8,21
K80_incid,16,25,10,20
K80_incid,16,25,12,20
K80_incid,16,25,14,19
K80_incid,16,25,16,19
K80_incid,16,25,18,18
K80_incid,16,25,20,18
K80_incid,16,30,2,22
K80_incid,16,30,4,21
K80_incid,16,30,6,20
K80_incid,16,30,8,20
K80_incid,16,30,10,19
K80_incid,16,30,12,19
K80_incid,16,30,14,19
K80_incid,16,30,16,19
K80_incid,16,30,18,19
K80_incid,16,30,20,19
K80_incid,16,35,2,16
K80_incid,16,35,4,16
K80_incid,16,35,6,16
K80_incid,16,35,8,16
K80_incid,16,35,10,16
K80_incid,16,35,12,16
K80_incid,16,35,14,16
K80_incid,16,35,16,16
K80_incid,16,35,18,16
K80_incid,16,35,20,16
K80_incid,16,40,2,7
K80_incid,16,40,4,7
K80_incid,16,40,6,7
K80_incid,16,40,8,7
K80_incid,16,40,10,7
K80_incid,16,40,12,7
K80_incid,16,40,14,7
K80_incid,16,40,16,7
K80_incid,16,40,18,7
K80_incid,16,40,20,7
K80_incid,17,5,2,19
K80_incid,17,5,4,18
K80_incid,17,5,6,17
K80_incid,17,5,8,17
K80_incid,17,5,10,17
K80_incid,17,5,12,15
K80_incid,17,5,14,18
K80_incid,17,5,16,17
K80_incid,17,5,18,15
K80_incid,17,5,20,15
K80_incid,17,10,2,20
K80_incid,17,10,4,19
K80_incid,17,10,6,18
K80_incid,17,10,8,18
K80_incid,17,10,10,18
K80_incid,17,10,12,18
K80_incid,17,10,14,17
K80_incid,17,10,16,15
K80_incid,17,10,18,15
K80_incid,17,10,20,17
K80_incid,17,15,2,18
K80_incid,17,15,4,17
K80_incid,17,15,6,17
K80_incid,17,15,8,17
K80_incid,17,15,10,16
K80_incid,17,15,12,16
K80_incid,17,15,14,14
K80_incid,17,15,16,16
K80_incid,17,15,18,17
K80_incid,17,15,20,16
K80_incid,17,20,2,18
K80_incid,17,20,4,16
K80_incid,17,20,6,16
K80_incid,17,20,8,15
K80_incid,17,20,10,16
K80_incid,17,20,12,15
K80_incid,17,20,14,16
K80_incid,17,20,16,15
K80_incid,17,20,18,15
K80_incid,17,20,20,15
K80_incid,17,25,2,17
K80_incid,17,25,4,16
K80_incid,17,25,6,16
K80_incid,17,25,8,16
K80_incid,17,25,10,15
K80_incid,17,25,12,15
K80_incid,17,25,14,15
K80_incid,17,25,16,13
K80_incid,17,25,18,13
K80_incid,17,25,20,13
K80_incid,17,30,2,18
K80_incid,17,30,4,17
K80_incid,17,30,6,16
K80_incid,17,30,8,16
K80_incid,17,30,10,16
K80_incid,17,30,12,15
K80_incid,17,30,14,15
K80_incid,17,30,16,15
K80_incid,17,30,18,15
K80_incid,17,30,20,15
K80_incid,17,35,2,15
K80_incid,17,35,4,15
K80_incid,17,35,6,15
K80_incid,17,35,8,15
K80_incid,17,35,10,15
K80_incid,17,35,12,15
K80_incid,17,35,14,15
K80_incid,17,35,16,15
K80_incid,17,35,18,15
K80_incid,17,35,20,15
K80_incid,17,40,2,9
K80_incid,17,40,4,9
K80_incid,17,40,6,9
K80_incid,17,40,8,9
K80_incid,17,40,10,9
K80_incid,17,40,12,9
K80_incid,17,40,14,9
K80_incid,17,40,16,9
K80_incid,17,40,18,9
K80_incid,17,40,20,9
K80_incid,18,5,2,21
K80_incid,18,5,4,20
K80_incid,18,5,6,20
K80_incid,18,5,8,20
K80_incid,18,5,10,20
K80_incid,18,5,12,18
K80_incid,18,5,14,21
K80_incid,18,5,16,20
K80_incid,18,5,18,18
K80_incid,18,5,20,18
K80_incid,18,10,2,22
K80_incid,18,10,4,19
K80_incid,18,10,6,19
K80_incid,18,10,8,19
K80_incid,18,10,10,19
K80_incid,18,10,12,19
K80_incid,18,10,14,18
K80_incid,18,10,16,16
K80_incid,18,10,18,16
K80_incid,18,10,20,18
K80_incid,18,15,2,19
K80_incid,18,15,4,19
K80_incid,18,15,6,18
K80_incid,18,15,8,19
K80_incid,18,15,10,18
K80_incid,18,15,12,18
K80_incid,18,15,14,16
K80_incid,18,15,16,17
K80_incid,18,15,18,19
K80_incid,18,15,20,18
K80_incid,18,20,2,20
K80_incid,18,20,4,19
K80_incid,18,20,6,19
K80_incid,18,20,8,16
K80_incid,18,20,10,17
K80_incid,18,20,12,17
K80_incid,18,20,14,17
K80_incid,18,20,16,16
K80_incid,18,20,18,16
K80_incid,18,20,20,15
K80_incid,18,25,2,17
K80_incid,18,25,4,16
K80_incid,18,25,6,17
K80_incid,18,25,8,17
K80_incid,18,25,10,16
K80_incid,18,25,12,16
K80_incid,18,25,14,16
K80_incid,18,25,16,14
K80_incid,18,25,18,14
K80_incid,18,25,20,14
K80_incid,18,30,2,19
K80_incid,18,30,4,16
K80_incid,18,30,6,17
K80_incid,18,30,8,17
K80_incid,18,30,10,16
K80_incid,18,30,12,15
K80_incid,18,30,14,15
K80_incid,18,30,16,15
K80_incid,18,30,18,15
K80_incid,18,30,20,15
K80_incid,18,35,2,15
K80_incid,18,35,4,15
K80_incid,18,35,6,15
K80_incid,18,35,8,15
K80_incid,18,35,10,15
K80_incid,18,35,12,15
K80_incid,18,35,14,15
K80_incid,18,35,16,15
K80_incid,18,35,18,15
K80_incid,18,35,20,15
K80_incid,18,40,2,9
K80_incid,18,40,4,9
K80_incid,18,40,6,9
K80_incid,18,40,8,9
K80_incid,18,40,10,9
K80_incid,18,40,12,9
K80_incid,18,40,14,9
K80_incid,18,40,16,9
K80_incid,18,40,18,9
K80_incid,18,40,20,9
K80_incid,19,5,2,16
K80_incid,19,5,4,16
K80_incid,19,5,6,16
K80_incid,19,5,8,16
K80_incid,19,5,10,16
K80_incid,19,5,12,16
K80_incid,19,5,14,16
K80_incid,19,5,16,16
K80_incid,19,5,18,16
K80_incid,19,5,20,16
K80_incid,19,10,2,16
K80_incid,19,10,4,14
K80_incid,19,10,6,14
K80_incid,19,10,8,14
K80_incid,19,10,10,14
K80_incid,19,10,12,14
K80_incid,19,10,14,16
K80_incid,19,10,16,14
K80_incid,19,10,18,14
K80_incid,19,10,20,14
K80_incid,19,15,2,13
K80_incid,19,15,4,13
K80_incid,19,15,6,13
K80_incid,19,15,8,13
K80_incid,19,15,10,13
K80_incid,19,15,12,13
K80_incid,19,15,14,13
K80_incid,19,15,16,13
K80_incid,19,15,18,13
K80_incid,19,15,20,13
K80_incid,19,20,2,15
K80_incid,19,20,4,15
K80_incid,19,20,6,13
K80_incid,19,20,8,13
K80_incid,19,20,10,13
K80_incid,19,20,12,13
K80_incid,19,20,14,13
K80_incid,19,20,16,13
K80_incid,19,20,18,13
K80_incid,19,20,20,13
K80_incid,19,25,2,12
K80_incid,19,25,4,12
K80_incid,19,25,6,12
K80_incid,19,25,8,12
K80_incid,19,25,10,12
K80_incid,19,25,12,12
K80_incid,19,25,14,12
K80_incid,19,25,16,12
K80_incid,19,25,18,12
K80_incid,19,25,20,12
K80_incid,19,30,2,12
K80_incid,19,30,4,12
K80_incid,19,30,6,12
K80_incid,19,30,8,12
K80_incid,19,30,10,12
K80_incid,19,30,12,12
K80_incid,19,30,14,12
K80_incid,19,30,16,12
K80_incid,19,30,18,12
K80_incid,19,30,20,12
K80_incid,19,35,2,11
K80_incid,19,35,4,11
K80_incid,19,35,6,11
K80_incid,19,35,8,11
K80_incid,19,35,10,11
K80_incid,19,35,12,11
K80_incid,19,35,14,11
K80_incid,19,35,16,11
K80_incid,19,35,18,11
K80_incid,19,35,20,11
K80_incid,19,40,2,9
K80_incid,19,40,4,9
K80_incid,19,40,6,9
K80_incid,19,40,8,9
K80_incid,19,40,10,9
K80_incid,19,40,12,9
K80_incid,19,40,14,9
K80_incid,19,40,16,9
K80_incid,19,40,18,9
K80_incid,19,40,20,9
K80_incid,20,5,2,28
K80_incid,20,5,4,26
K80_incid,20,5,6,25
K80_incid,20,5,8,22
K80_incid,20,5,10,21
K80_incid,20,5,12,24
K80_incid,20,5,14,22
K80_incid,20,5,16,21
K80_incid,20,5,18,22
K80_incid,20,5,20,18
K80_incid,20,10,2,27
K80_incid,20,10,4,26
K80_incid,20,10,6,21
K80_incid,20,10,8,22
K80_incid,20,10,10,22
K80_incid,20,10,12,21
K80_incid,20,10,14,24
K80_incid,20,10,16,20
K80_incid,20,10,18,19
K80_incid,20,10,20,20
K80_incid,20,15,2,24
K80_incid,20,15,4,21
K80_incid,20,15,6,20
K80_incid,20,15,8,21
K80_incid,20,15,10,18
K80_incid,20,15,12,19
K80_incid,20,15,14,17
K80_incid,20,15,16,19
K80_incid,20,15,18,19
K80_incid,20,15,20,18
K80_incid,20,20,2,22
K80_incid,20,20,4,17
K80_incid,20,20,6,20
K80_incid,20,20,8,17
K80_incid,20,20,10,18
K80_incid,20,20,12,16
K80_incid,20,20,14,17
K80_incid,20,20,16,17
K80_incid,20,20,18,20
K80_incid,20,20,20,17
K80_incid,20,25,2,23
K80_incid,20,25,4,21
K80_incid,20,25,6,19
K80_incid,20,25,8,20
K80_incid,20,25,10,17
K80_incid,20,25,12,17
K80_incid,20,25,14,18
K80_incid,20,25,16,18
K80_incid,20,25,18,14
K80_incid,20,25,20,14
K80_incid,20,30,2,20
K80_incid,20,30,4,20
K80_incid,20,30,6,17
K80_incid,20,30,8,19
K80_incid,20,30,10,16
K80_incid,20,30,12,15
K80_incid,20,30,14,14
K80_incid,20,30,16,14
K80_incid,20,30,18,14
K80_incid,20,30,20,14
K80_incid,20,35,2,18
K80_incid,20,35,4,16
K80_incid,20,35,6,17
K80_incid,20,35,8,15
K80_incid,20,35,10,15
K80_incid,20,35,12,15
K80_incid,20,35,14,15
K80_incid,20,35,16,15
K80_incid,20,35,18,15
K80_incid,20,35,20,15
K80_incid,20,40,2,12
K80_incid,20,40,4,11
K80_incid,20,40,6,11
K80_incid,20,40,8,11
K80_incid,20,40,10,11
K80_incid,20,40,12,11
K80_incid,20,40,14,11
K80_incid,20,40,16,11
K80_incid,20,40,18,11
K80_incid,20,40,20,11
K90_incid,1,5,2,34
K90_incid,1,5,4,30
K90_incid,1,5,6,26
K90_incid,1,5,8,28
K90_incid,1,5,10,26
K90_incid,1,5,12,22
K90_incid,1,5,14,26
K90_incid,1,5,16,24
K90_incid,1,5,18,20
